UWI,Operator - On Record,End Completion Date,Field,Completed Zone,Dir,Open or Cased,Technology,Status,AFE Drilling Cost (K$),Total End Completion Costs (K$),# Days,Est Problem Time (%),Base Fluid,Load Fluid (m3),Load Fluid Rec (m3),Stimulation Fluid,Stim Company - On Record,Frac Report,Stages Attempted (#),Stages Actual (#),Completed Length (m),Avg Frac Spacing (m),Total Proppant Design (t),Total Proppant Placed (t),Avg Fluid Pumped per Stage (m3),Total Fluid Pumped (m3),6 mo Cal Gas Rate (mcf/d),12 mo Cal Gas Rate (mcf/d),12 Mo Cum Prod Gas (mmcf),6 mo Cal Oil Rate (bopd),12 mo Cal Oil Rate (bopd),6 Mo Cum Prod  Oil (mbo),12 Mo Cum Prod Oil (mbo),Job Objective,AFE Completion Cost (K$)
00/12-05-077-17W6/2,Tourmaline Oil,1/9/2015,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,32,,Slickwater,"10,363",885,CSG-Optimum SW,Canyon,2 - Report w/o Charts,26,26,"1,507",57,"1,530","1,514",417,"10,843","3,506","3,737","1,298",0,0,,,1 x 30T + 25 x 60t/stage CSG-Slickwater Frac,
02/12-05-077-17W6/0,Tourmaline Oil,1/31/2015,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,54,<10%,Slickwater,"12,527","1,342",CSG-Optimum SW,Canyon,2 - Report w/o Charts,26,25,"1,743",73,"1,560","1,547",501,"12,527","2,134","2,929",875,0,0,,,26 x 60t/stage CSG-Optimum SW Frac,
00/13-06-077-17W6/0,Tourmaline Oil,5/20/2015,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,60,<10%,Slickwater,"10,158","1,118",Unknown,Trican,1 - Report w Charts,26,26,"1,146",44,"1,525","1,503",389,"10,112","3,563","1,875","1,111",0,0,,,1 x 25T + 25 x 60t/stage TWS-Slickwater Frac,
02/13-06-077-17W6/0,Tourmaline Oil,5/20/2015,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,,60,<10%,Slickwater,"11,068","2,215",Unknown,Trican,1 - Report w Charts,26,26,"1,291",49,"1,525","1,562",421,"10,950","3,048","1,878","1,074",0,0,,,1 x 25T + 25 x 60t/stage TWS-Slickwater Frac,
00/04-09-077-17W6/0,Tourmaline Oil,12/9/2014,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,55,<10%,Slickwater,"10,858","1,357",CSG-Optimum SW,Canyon,2 - Report w/o Charts,26,25,"1,480",63,"1,470","1,470",432,"10,809","5,865","5,002","1,813",0,0,,,1 x 30T + 25 x 60t/stage CSG-Optimum SW Frac,
02/04-09-077-17W6/0,Tourmaline Oil,12/9/2014,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,55,<10%,Slickwater,"11,553","1,147",CSG-Optimum SW,Canyon,1 - Report w Charts,26,25,"1,529",65,"1,530","1,470",462,"11,548","4,660","4,087","1,233",0,0,,,1 x 30T + 25 x 60t/stage CSG-Optimum SW Frac,
00/01-10-077-17W6/0,Tourmaline Oil,10/3/2014,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,83,<10%,Slickwater,"3,493",361,Unknown,Trican,1 - Report w Charts,26,9,"1,466",172,"1,530",448,376,"3,386","2,070","1,151",635,0,0,,,26 x 60t/stage TWS-Slickwater Frac,
02/01-10-077-17W6/0,Tourmaline Oil,10/3/2014,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,83,<10%,Slickwater,"11,793","2,018",Unknown,Trican,1 - Report w Charts,26,24,"1,499",65,"1,560","1,438",432,"10,365","7,765","6,437","2,177",0,0,,,26 x 60t/stage TWS-Slickwater Frac,
00/02-10-077-17W6/0,Tourmaline Oil,10/3/2014,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,83,<10%,Slickwater,"11,082","2,260",Unknown,Trican,1 - Report w Charts,26,24,"1,118",49,"1,560","1,409",379,"9,100","7,757","5,897","2,332",0,0,,,26 x 60t/stage TWS-Slickwater Frac,
00/15-10-077-17W6/0,Huron Energy Corporation,8/1/2009,Heritage,Montney,V,Cased,Flow-Through BP,OTHER,,"1,038",12,,Slickwater,,,Unknown,Canyon,3 - No Report,,3,,,358,358,609,"1,828",,,,,,,,3 x 119t/stage Slickwater Frac,
00/01-11-077-17W6/0,Huron Energy Corporation,7/7/2011,Heritage,Montney,H,Cased,MAG (Flow-Through BP),GAS,,"3,985",44,,Slickwater,,,Unknown,BJ Services,3 - No Report,,7,,,"1,120","1,120","1,115","7,808","1,262","1,006",438,0,0,,,7 Stage 1120t Slickwater Frac,
02/01-11-077-17W6/0,Tourmaline Oil,5/21/2016,Sundown,Montney,H,Open,W (ZoneSelect),GAS,,,34,<10%,Slickwater,"9,925","1,375",Unknown,Trican,1 - Report w Charts,32,32,"1,956",59,"1,725","1,734",309,"9,885","4,808",,,0,,,,1 x 20T + 31 x 55t/stage TWS-Slickwater Frac,
00/08-11-077-17W6/0,Tourmaline Oil,5/21/2016,Sundown,Montney,H,Open,W (ZoneSelect),GAS,,,34,<10%,Slickwater,"8,434",483,Unknown,Trican,1 - Report w Charts,31,28,"1,730",64,"1,670","1,518",301,"8,435","5,246",,,0,,,,1 x 20T + 30 x 55t/stage TWS-Slickwater Frac,
02/08-11-077-17W6/0,Tourmaline Oil,5/21/2016,Sundown,Montney,H,Open,W (ZoneSelect),GAS,,,34,<10%,Slickwater,"9,567","1,086",Unknown,Trican,1 - Report w Charts,32,32,"1,583",51,"1,725","1,748",299,"9,568",,,,,,,,1 x 20t/stage + 31 x 55t/stage TWS-Slickwater Frac,
00/09-11-077-17W6/0,Tourmaline Oil,5/21/2016,Sundown,Montney,H,Open,W (ZoneSelect),GAS,,,34,<10%,Slickwater,"9,809","1,510",Unknown,Trican,1 - Report w Charts,32,32,"1,468",46,"1,725","1,751",305,"9,775","5,574",,,0,,,,1 x 20T + 31 x 55t/stage TWS-Slickwater Frac,
02/09-11-077-17W6/0,Tourmaline Oil,5/21/2016,Sundown,Montney,H,Open,W (ZoneSelect),GAS,,,34,<10%,Slickwater,"10,541","2,546",Unknown,Trican,1 - Report w Charts,32,32,"1,579",51,"1,725","1,742",329,"10,541",,,,,,,,1 x 20T + 31 x 55t/stage TWS-Slickwater Frac,
00/08-13-077-17W6/0,Murphy Canada Exploration Company,8/2/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,300",20,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,67,938,"4,099","2,208","1,292",0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"2,991"
00/08-14-077-17W6/0,Huron Energy Corporation,4/24/2012,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,"4,102",56,,Water,,,Unknown,Baker Hughes,3 - No Report,,15,,,765,765,64,960,"2,275","1,736","1,043",0,0,,,15 x 51t/stage CO2/N2 Water Frac,
02/08-14-077-17W6/0,Huron Energy Corporation,9/21/2012,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,"2,318",206,,Slickwater,,,Unknown,Baker Hughes,3 - No Report,,15,,,"1,215","1,215",531,"7,963","2,630","1,961",819,0,0,,,15 x 81t/stage Slickwater Frac,
00/01-15-077-17W6/0,Murphy Canada Exploration Company,1/30/2012,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"5,023",32,,Water,,,TWS-Platinum OTF,Trican,3 - No Report,,14,,,709,709,142,"1,988",,,,,,,,14 x 51t/stage CO2 TWS-Platinum OTF Frac,"3,150"
00/04-16-077-17W6/0,Tourmaline Oil,11/14/2013,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,52,<10%,Slickwater,"10,200","1,610",Unknown,Trican,3 - No Report,25,22,"1,538",73,"1,594","1,338",464,"10,200","3,605","3,981","1,277",0,0,,,1 X 34t/stage + 24 x 65t/stage TWS-Slickwater Frac,"4,463"
02/04-16-077-17W6/0,Tourmaline Oil,11/14/2013,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,,51,<10%,Slickwater,"10,366","1,041",Unknown,Trican,3 - No Report,25,25,"1,616",67,"1,635","1,622",415,"10,366","4,581","2,385","1,045",0,0,,,25 x 65t/stage TWS-Slickwater Fracs,"4,463"
00/13-16-077-17W6/0,Tourmaline Oil,12/7/2013,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"4,089",17,<10%,Slickwater,"13,368",293,Unknown,Trican,3 - No Report,26,26,"1,465",56,"1,560","1,560",514,"13,368","5,786","4,448","1,782",0,0,,,26 x 60t/stage TWS-Slickwater Frac,"4,730"
02/13-16-077-17W6/0,Tourmaline Oil,12/7/2013,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"4,102",17,<10%,Slickwater,"12,890",645,Unknown,Trican,3 - No Report,26,25,"1,517",63,"1,560","1,500",512,"12,805","3,832","3,388","1,459",0,0,,,26 x 60t/stage Slickwater Frac,"4,730"
00/01-18-077-17W6/2,ConocoPhillips Canada Resource Corp.,12/2/2007,Heritage,Montney,H,Cased,BJ (OptiFrac SandJet (Sand Plug)),OTHER,,"3,011",43,10-30%,Water,616,247,BJ-Medallion,BJ Services,3 - No Report,4,6,712,142,408,408,103,615,,,,,,,,4 x 102t/stage CO2 BJ-Medallion Frac,"2,741"
00/04-18-077-17W6/0,ConocoPhillips Canada Resource Corp.,,Other Areas,Montney,V,Cased,None,STAN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
00/13-22-077-17W6/0,Murphy Canada Exploration Company,4/8/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"1,976",33,,Water,,,Unknown,Trican,3 - No Report,,12,,,612,612,62,748,"2,722","1,864","1,058",0,0,,,12 x 51t/stage CO2/N2 Water Frac,"2,995"
00/01-23-077-17W6/0,Murphy Canada Exploration Company,10/1/2010,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"3,355",60,10-30%,Water,"1,555",225,HAL-pHaserFrac,Halliburton,3 - No Report,5,5,"1,486",321,765,765,303,"1,515","1,604",925,479,0,0,,,5 x 153t/stage CO2 Foamed HAL-pHaserFrac Frac,"3,350"
00/04-24-077-17W6/0,Murphy Canada Exploration Company,9/18/2009,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"2,433",18,,Water,,,CEN-ChargerFrac,Century,3 - No Report,,5,,,765,765,184,918,"2,755","1,154",830,0,0,,,5 x 153t/stage CO2 Foamed CEN-ChargerFrac Frac,"2,600"
00/06-24-077-17W6/0,Murphy Canada Exploration Company,9/29/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,094",58,10-30%,Water,"3,426",171,HAL-pHaserFrac,Halliburton,3 - No Report,14,13,"1,550",129,714,517,256,"3,331","5,249","2,601","1,385",0,0,,,14 x 51t/stage CO2 Foamed HAL-pHaserFrac Frac,"2,750"
02/06-24-077-17W6/0,Murphy Canada Exploration Company,11/15/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,382",20,<10%,Surfactant,887,175,TWS-FracClean,Trican,3 - No Report,14,13,"1,630",136,714,660,67,868,"1,986","1,380",708,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,000"
00/12-25-077-17W6/0,Murphy Canada Exploration Company,6/27/2014,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,"3,415",59,<10%,Slickwater,"9,143",455,CSG-Optimum SW,Canyon,3 - No Report,14,14,"1,514",116,"1,400","1,400",653,"9,148","4,181","3,103","1,319",0,0,,,14 x 100t/stage CSG-Optimum SW Frac,"4,650"
00/13-25-077-17W6/0,Murphy Canada Exploration Company,12/1/2010,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"3,650",38,<10%,Water,"1,375",299,Sanjel-CO2 POLYjel,Sanjel,3 - No Report,5,4,"1,081",402,603,598,326,"1,303","1,471",914,546,0,0,,,5 x 121t/stage CO2 Foamed Sanjel-CO2 POLYjel Frac,"3,450"
02/13-25-077-17W6/0,Murphy Canada Exploration Company,6/27/2014,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,"2,850",59,<10%,Slickwater,"9,700","1,610",CSG-Optimum SW,Canyon,2 - Report w/o Charts,15,15,"1,418",101,"1,500","1,500",652,"9,776","4,378","3,590","1,381",0,0,,,15 x 100t/stage CSG-Optimum SW Frac,"4,650"
00/02-26-077-17W6/0,Murphy Canada Exploration Company,5/31/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,482",43,10-30%,Slickwater,"3,901","3,253",Unknown,Trican,3 - No Report,13,12,"1,445",131,429,396,321,"3,848","1,891","1,281",715,0,0,,,13 x 33t/stage Slickwater Frac,"3,200"
02/02-26-077-17W6/0,Murphy Canada Exploration Company,12/8/2010,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"2,735",42,10-30%,Surfactant,764,125,TWS-FracClean,Trican,3 - No Report,4,4,"1,351",367,612,656,191,764,995,857,452,0,0,,,4 x 153t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,250"
00/07-26-077-17W6/0,Murphy Canada Exploration Company,7/3/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,710",39,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,12,,,612,612,78,939,"3,439","2,109","1,183",0,0,,,12 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"2,930"
02/07-26-077-17W6/0,Murphy Canada Exploration Company,12/17/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,793",24,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,66,930,"2,727","1,870","1,011",0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,150"
00/08-26-077-17W6/0,Murphy Canada Exploration Company,7/4/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,766",40,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,12,,,612,612,72,859,"2,068","1,363",624,0,0,,,12 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"2,950"
02/08-26-077-17W6/0,Murphy Canada Exploration Company,12/17/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,520",24,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,82,"1,146","2,467","1,644",899,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,150"
00/03-27-077-17W6/0,Murphy Canada Exploration Company,11/11/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,759",60,30-50%,Surfactant,"1,374",127,TWS-FracClean,Trican,3 - No Report,14,14,"1,575",121,714,706,98,"1,371","3,321","1,126","1,027",0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"2,350"
02/03-27-077-17W6/0,Murphy Canada Exploration Company,4/8/2011,Heritage,Montney,H,Open,Ball & Seat,GAS,,"2,110",33,,Water,,,Unknown,Trican,3 - No Report,,12,,,612,612,67,809,"1,723","1,247",708,0,0,,,12 x 51t/stage CO2/N2 Water Frac,"2,995"
00/04-27-077-17W6/0,Murphy Canada Exploration Company,8/21/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,863",46,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,14,,,670,670,77,"1,080","2,119","1,348",830,0,0,,,13 x 51t/stage + 1 x 7t CO2/N2 Foamed CSG-Optimum CM Frac,"3,300"
02/04-27-077-17W6/0,Murphy Canada Exploration Company,10/13/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,419",55,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,18,,,918,918,65,"1,171","4,139","3,185","1,397",0,0,,,18 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,725"
00/05-27-077-17W6/0,Murphy Canada Exploration Company,9/9/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,485",66,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,14,,,672,672,71,988,"2,469","1,688",889,0,0,,,13 x 51t/stage + 1 x 9t CO2/N2 Foamed CSG-Optimum CM Frac,"3,300"
02/05-27-077-17W6/0,Murphy Canada Exploration Company,11/14/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,047",19,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,70,986,"2,245","1,726",817,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,000"
00/06-27-077-17W6/0,Murphy Canada Exploration Company,10/1/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,649",61,30-50%,Slickwater,"6,228",23,Unknown,Trican,3 - No Report,14,14,"1,580",121,724,685,445,"6,228","3,771","2,689","1,243",0,0,,,14 x 52t/stage N2 Slickwater Frac,"2,700"
00/07-27-077-17W6/0,Murphy Canada Exploration Company,5/25/2009,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"3,473",47,,Water,,,HAL-pHaserFrac,Halliburton,3 - No Report,,7,,,579,579,147,"1,027","1,477",990,551,0,0,,,7 Stage 579t CO2 HAL-pHaserFrac Frac,"3,465"
02/07-27-077-17W6/0,Murphy Canada Exploration Company,8/21/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,288",46,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,13,,,663,663,71,924,"1,917","1,216",858,0,0,,,12 x 51t/stage + 1 x 7t CO2/N2 Foamed CSG-Optimum CM Frac,"3,500"
00/10-27-077-17W6/0,Murphy Canada Exploration Company,6/23/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,759",18,<10%,Surfactant,"2,200",312,TWS-FracClean,Trican,3 - No Report,14,14,"1,681",125,666,650,154,"2,150","3,128","2,051",955,0,0,,,14 x 48t/stage CO2 TWS-FracClean Frac,"2,350"
02/10-27-077-17W6/0,Murphy Canada Exploration Company,8/21/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,815",46,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,12,,,612,612,73,877,"1,734",767,820,0,0,,,12 x 51t/stage CO2/N2 Foamed CSG-Optimum CM Frac,"2,950"
00/11-27-077-17W6/0,Murphy Canada Exploration Company,9/18/2009,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"2,409",31,,Water,,,CEN-ChargerFrac,Century,3 - No Report,,5,,,765,765,185,923,"1,438",987,516,0,0,,,5 x 153t/stage CO2 Foamed CEN-ChargerFrac Frac,"2,600"
02/11-27-077-17W6/0,Murphy Canada Exploration Company,11/22/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,832",27,10-30%,Surfactant,"1,157",113,TWS-FracClean,Trican,3 - No Report,14,13,"1,647",137,714,631,84,"1,089","3,367","2,264","1,146",0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,000"
00/15-27-077-17W6/0,Murphy Canada Exploration Company,9/28/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,915",57,>50%,Water,"2,937",306,Unknown,Halliburton,3 - No Report,14,12,"1,624",148,728,591,242,"2,898","1,683","2,288",884,0,0,,,14 x 52t/stage CO2 Foamed Water Frac,"2,750"
02/15-27-077-17W6/0,Murphy Canada Exploration Company,11/27/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,636",32,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,77,"1,076","2,270","1,619",863,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,000"
00/01-28-077-17W6/0,Murphy Canada Exploration Company,10/13/2011,Heritage,Montney,H,Open,Ball & Seat/Plug & Perf,GAS,,"4,930",55,,Water,,,Unknown,Other,3 - No Report,,18,,,918,918,63,"1,135","3,028","1,804",999,0,0,,,18 x 51t/stage CO2/N2 Foamed Water Frac,"3,725"
00/02-28-077-17W6/0,Murphy Canada Exploration Company,3/5/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,995",32,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,13,,,663,663,119,"1,551","2,935","2,362","1,181",0,0,,,13 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"2,950"
00/13-30-077-17W6/0,Murphy Canada Exploration Company,12/20/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,048",23,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,16,,,816,816,82,"1,315","1,880","1,589",644,0,0,,,16 x 51t/stage CO2/N2 Foamed CSG-Optimum CM Frac,"3,000"
00/14-30-077-17W6/0,Murphy Canada Exploration Company,12/19/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,256",22,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,14,,,714,714,96,"1,347","2,247","1,466",851,0,0,,,14 x 51t/stage CO2/N2 Foamed CSG-Optimum CM Frac,"3,150"
00/01-31-077-17W6/0,Murphy Canada Exploration Company,2/22/2011,Heritage,Montney,H,Cased,MAG (Flow-Through BP),GAS,,"3,974",40,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,5,,,765,765,234,"1,170","1,271",880,506,0,0,,,5 x 153t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,800"
02/01-31-077-17W6/0,Murphy Canada Exploration Company,10/12/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,028",54,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,76,"1,061","2,710","1,602",939,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,150"
00/02-31-077-17W6/0,Murphy Canada Exploration Company,12/20/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,523",23,,Water,,,CSG-Optimum CM,Canyon,3 - No Report,,14,,,700,700,70,977,"1,974","1,278",728,0,0,,,14 x 50t/stage CO2/N2 Foamed CSG-Optimum CM Frac,"3,150"
00/07-31-077-17W6/0,EnCana Corporation,11/23/2005,Heritage,Montney,V,Cased,Single Stage Frac,GSUP,,613,31,,Water,,,CWS-DynAqua,Calfrac,2 - Report w/o Charts,,1,,,100,100,205,205,,,,,,,,1 x 100t N2 Foamed CWS-DynAqua Frac,843
00/08-31-077-17W6/0,Murphy Canada Exploration Company,3/3/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,341",30,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,12,,,607,607,112,"1,343","2,861",607,"1,031",0,0,,,5 x 50t/stage + 7 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,225"
00/16-31-077-17W6/0,Murphy Canada Exploration Company,10/12/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"3,160",54,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,72,"1,010","3,347","1,939","1,067",0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,725"
00/09-32-077-17W6/0,Murphy Canada Exploration Company,5/25/2009,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"3,447",47,,Water,,,Unknown,Halliburton,3 - No Report,,8,,,408,408,100,800,659,508,235,0,0,,,8 x 51t/stage CO2 Water Frac,"3,465"
00/10-32-077-17W6/0,Murphy Canada Exploration Company,11/14/2010,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"5,052",63,30-50%,Surfactant,"2,162",168,TWS-FracClean,Trican,3 - No Report,5,5,"1,858",387,750,775,396,"1,980",930,"1,454",561,0,0,,,5 x 150t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,550"
00/16-32-077-17W6/0,Murphy Canada Exploration Company,11/11/2010,Heritage,Montney,H,Cased,HA (CobraMax (Sand Plug)),GAS,,"3,825",60,30-50%,Water,"3,632",320,HAL-pHaserFrac,Halliburton,3 - No Report,16,16,"1,674",112,816,741,242,"3,880","1,743",916,551,0,0,,,16 x 51t/stage CO2 Foamed HAL-pHaserFrac Frac,"3,550"
02/02-33-077-17W6/0,Murphy Canada Exploration Company,9/18/2014,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,"3,883",46,<10%,Surfactant,"1,774",735,CSG-Optimum VES,Canyon,2 - Report w/o Charts,14,14,"1,271",98,"1,414","1,414",123,"1,716","2,395","1,813",756,0,0,,,14 x 101t/stage N2 Foamed CSG-Optimum VES Frac,"4,100"
00/07-33-077-17W6/0,Murphy Canada Exploration Company,9/18/2014,Heritage,Montney,H,Open,W (ZoneSelect),GAS,,"2,568",46,<10%,Slickwater,"7,391","1,127",CSG-Optimum SW,Canyon,2 - Report w/o Charts,14,14,"1,544",119,"1,400","1,400",527,"7,376","3,938","2,998","1,244",0,0,,,14 x 100t/stage CSG-Optimum SW Frac,"3,400"
00/08-33-077-17W6/0,Murphy Canada Exploration Company,12/17/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,603",24,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,74,"1,039","2,587","1,644",945,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,150"
00/05-34-077-17W6/0,Murphy Canada Exploration Company,4/10/2012,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,514",40,<10%,Surfactant,968,143,TWS-FracClean,Trican,3 - No Report,14,14,"1,528",110,708,708,69,969,"3,241","1,974","1,252",0,0,,,8 x 51t/stage + 6 x 50t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,150"
00/12-34-077-17W6/0,Murphy Canada Exploration Company,5/26/2010,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,626",38,10-30%,Water,"1,924",390,TWS-ECO2,Trican,3 - No Report,12,12,"1,426",130,612,604,152,"1,828","1,605","1,059",724,0,0,,,12 x 51t/stage CO2 TWS-ECO2 Frac,"2,800"
02/12-34-077-17W6/0,Murphy Canada Exploration Company,3/14/2011,Heritage,Montney,H,Cased,Mechanical Plug,GAS,,"2,823",35,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,4,,,612,612,187,750,"1,033",935,468,0,0,,,4 x 153t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,000"
03/12-34-077-17W6/0,Murphy Canada Exploration Company,7/20/2013,Heritage,Montney,H,Open,PP (StackFRAC),GAS,413,"2,217",86,10-30%,Water,"1,047",430,CSG-Optimum ,Canyon,2 - Report w/o Charts,16,15,"1,268",86,816,803,70,"1,050","2,237","1,825",718,0,0,,,16 x 51t/stage CO2/N2 Binary Foamed CSG-Optimum CM-1 Frac,"2,216"
00/13-34-077-17W6/0,Murphy Canada Exploration Company,12/17/2011,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,429",24,,Surfactant,,,TWS-FracClean,Trican,3 - No Report,,14,,,714,714,72,"1,014","1,723","1,182",703,0,0,,,14 x 51t/stage CO2/N2 Foamed TWS-FracClean Frac,"3,000"
02/13-34-077-17W6/0,Murphy Canada Exploration Company,5/30/2013,Heritage,Montney,H,Open,PP (StackFRAC),GAS,,"2,240",35,10-30%,Water,"2,120",239,CSG-Optimum XCM ,Canyon,3 - No Report,16,15,"1,413",101,816,770,142,"2,127","2,385","1,984",808,0,0,,,16 x 51t/stage CO2/N2 Foamed CSG-Optimum XCM Frac,"2,216"
00/07-36-077-17W6/0,Murphy Canada Exploration Company,4/10/2014,Heritage,Montney,H,Open,PP (StackFRAC),OTHER,,"1,789",30,,Surfactant,,,CSG-Optimum VES,Canyon,2 - Report w/o Charts,,14,,,"1,414","1,414",32,449,,,,,,,,14 x 101t/stage N2 CSG-Optimum VES Frac,"4,000"
00/10-36-077-17W6/0,Murphy Canada Exploration Company,7/18/2016,Other Areas,Montney,H,Cased,Flow-Through BP,GAS,,"3,719",56,<10%,Slickwater,"23,355","3,389",Hybrid-Slickwater,Canyon,3 - No Report,27,27,"2,647",103,"4,050","4,050",834,"22,529","5,270",,,0,,,,27x 150t/stage CSG-HYBRID Optimum SW/Optimum G Fracs,"6,176"
